filename,spectral_bandwidth,spectral_contrast,bpm,wav_entropy,wav_std_dev,weighted_cosine_similarity
"【V.W.P】《言霊_言灵》 _ V.W.P #6【Original MV】 - 1.言霊_220117_zhang(Av253310569,P1).mp3",2264.4023785529166,24.03051335521988,86.1328125,0.0486798119094547,14.5861435,0.18069202970903378
"「有什么不好」—結束バンド【孤独摇滚】 - 1.【中日歌词_完整版】孤独摇滚ED3「有什么不好」—結束バンド【孤独摇滚】(Av475500353,P1).mp3",2217.1272827749453,23.281016480569228,123.046875,0.0494660506808884,15.38044,0.17422146483862835
"【偶像大师音乐】 はじめてのチュウ 赤城みりあcv_黒沢ともよ - 1.【偶像大师音乐】 はじめてのチュウ 赤城みりあcv_黒沢ともよ(Av98634874,P1).mp3",2407.9507831567616,24.980626554727667,107.666015625,0.0488697163012151,13.699474,0.17342547616578208
"【异世界情绪】日文翻唱《カミノコトバ_神的话语》 - 1.【情】神的话语(Av843779161,P1).mp3",2003.5361751611124,22.81985810636113,112.34714673913044,0.0484491168668792,13.738843,0.1717641422182543
"【歌ってみた】蜜月アン・ドゥ・トロワ covered by ヰ世界情緒 - 1.ヰ世界情緒_蜜月アンドゥトロワ(Av83986529,P1).mp3",2372.958926706071,25.03621837636746,184.5703125,0.0489587049131647,14.406434,0.17175038733406295
"【ナースロボ＿タイプＴ】milk【UTAUcover】 - 1.milk(Av632543544,P1).mp3",2191.405965744016,22.41160881802409,112.34714673913044,0.049838067725429,16.260801,0.16876252125575675
"冰雪消融之时，我们能否「再会」？【艾因Eine&勺Shaun】翻唱 - 1.再会【艾因&勺】(Av418809225,P1).mp3",2593.652613059741,25.697490815047697,89.10290948275862,0.0491503765016261,13.383694,0.16679088936288458
"【官方】King Gnu - 《Prayer X》MV（动画《战栗杀机》ED） - 1.Prayer X_fin0911(Av678263203,P1).mp3",2037.394789247754,22.381719146056263,86.1328125,0.0499142546206967,14.360525,0.1648447852876262
"【めぐ】Flyer! - 1.【オリジナルMV】「Flyer! 」歌ってみたver.めぐ - ニコニコ動画(Av767684721,P1).mp3",2528.2726886988908,23.046383864806234,95.703125,0.0497275403359052,17.493908,0.16263262111477583
"「吉他与孤独与蓝色星球」第五集live部分插曲—結束バンド【孤独摇滚】 - 1.ギターと孤独と蒼い惑星(Av562317092,P1).mp3",2265.5626165488293,22.41718274366003,95.703125,0.0494966762924469,16.215801,0.1624668415530896
"今夜はブギー・バック - 小沢健二 featuring スチャダラパー｜covered by som - 1.今夜はブギー・バック - 小沢健二 featuring スチャダラパー｜co(Av637141452,P1).mp3",2110.5695633602063,22.72766421091717,92.28515625,0.0478675097798308,13.955745,0.16178131641554924
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 1.小熊（Song by Koresawa）索尔缇娜（南条爱乃）(Av300361986,P1).mp3",2162.5202850390883,23.81723992118689,151.99908088235293,0.0485883658458693,13.093676,0.16102946318350236
"索姆尼娅酱 - にどねどりーむ！ - 1.そむにあちゃん - にどねどりーむ！(Av340371032,P1).mp3",2501.901183894061,23.608909135837784,89.10290948275862,0.0505072321499618,16.05169,0.16100485698321476
"【初音ミク ＆ 可不】成为空【MIMI】 - 1.P1(Av295707376,P1).mp3",2305.959582555063,23.927879611872047,83.35433467741936,0.0508369181630997,13.351496,0.1574330660960757
"【异世界情绪】日文翻唱《鳥の詩_鸟之诗》 - 1.【情】鸟之诗(Av332262023,P1).mp3",2382.121378695294,23.44903605753198,123.046875,0.0476472766681586,14.814895,0.15635890604078911
マシュマリー (feat. 花里みのり & 桃井愛莉 & 初音ミク).flac,2508.2629833798933,24.61848863024811,123.046875,0.0496426885004809,13.703001,0.15556851980816064
"一如既往的场所 「いつもこの場所で」  AMV - 1.1(Av9676829,P1).mp3",2527.6594096143026,23.165098908162864,89.10290948275862,0.0483506320908544,16.29602,0.1546513986741549
"ステラの座 _ 雄之助 feat. 星界 - 1.ステラの座(Av980684562,P1).mp3",2361.715705277384,23.25483521569073,99.38401442307692,0.0497364562053981,14.719416,0.15399585475069366
"女の子になりたい _  まふまふ - 1.onnanokoninaritai(Av73334896,P1).mp3",2398.6515229794927,22.92074326898577,143.5546875,0.0493043118044822,15.944994,0.15257212598156564
"不断被替换的渺小存在【ゆえぽる】 - 1.1(Av621161,P1).mp3",2359.3939876538416,23.40963838446947,117.45383522727272,0.0490906367041198,14.221934,0.15138713022269346
"【東方神霊廟】～ 聖徳伝説 ～ True Administrator ～ 原曲【高音質】 - 1.1(Av264927,P1).mp3",2385.203643381911,22.71570228093917,107.666015625,0.0479454585292926,15.627164,0.15112173915527838
"【翻唱】可爱的女朋友 ／ syudou【Kotone(天神子兔音)cover】 - 1.【翻唱】可爱的女朋友 ／ syudou【Kotone(天神子兔音)cover(Av760822497,P1).mp3",2567.5550719884386,23.67672337078172,161.4990234375,0.051509413627111,16.225584,0.15100516102453337
"【Mili】Ga1ahad and Scientific Witchery （加拉哈德1号与科学性巫 - 1.1(Av3838286,P1).mp3",2307.06197356682,23.529638376075685,83.35433467741936,0.0495594702204856,13.272704,0.15003420769155662
"【官方】King Gnu - 《白日》MV（日剧《冤罪律师》主题曲） - 1.KG_HAKUJITSU_H264_0210final(Av465676178,P1).mp3",2237.428200406771,22.10518260791232,92.28515625,0.0487428827068603,15.38418,0.15001690118798555
"【谢拉×Mana】magnet【贴贴】 - 1.【シエラ×マナ】magnet【歌ってみた】(Av70374361,P1).mp3",2457.03088620644,22.7794694766296,107.666015625,0.0492833493666902,16.057297,0.14975348922049242
"【歌ってみた】エンドロール covered by ヰ世界情緒 - 1.ヰ世界情緒_エンドロール(Av711943915,P1).mp3",2384.071048865094,22.28876140912842,151.99908088235293,0.0488242064837199,16.813213,0.14921926045454542
"【官方】King Gnu - 《三文小说》MV（日剧《35岁的少女》主题曲） - 1.KG_SS_H264_4K_1102(Av508903187,P1).mp3",2054.806352707028,22.91341460171138,89.10290948275862,0.0486623442848235,12.122523,0.14856956294744308
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 39.Dokie Doggy Night（Song by alfakyun） 墨(Av300361986,P39).mp3",2464.8323153315705,23.45860227318486,123.046875,0.0498791712923053,14.758788,0.14762616804135725
"「不埒な喝采」  covered by 跳亜【cc字幕】 - 1.【歌ってみた】「不埒な喝采」  covered by 跳亜(Av810542096,P1).mp3",2520.8249435383086,23.602642428630443,161.4990234375,0.0508429425267649,15.503448,0.14746701516241573
"醒餞の鳥(Seisen no Tori) - Feryquitous feat. Risa Yuzu - 1.seisennotori_youtube(Av205840666,P1).mp3",2632.8776069762894,23.5769073541678,89.10290948275862,0.0492256199912982,15.651826,0.14714978262329523
"【理芽】 #08「食虫植物」 （Official Music Video） - 1.rim_syokuchu_1230_1(Av81877256,P1).mp3",2064.987695859332,22.92276004144085,123.046875,0.0504469026259161,12.490356,0.14595498171871157
"【异世界情绪】#24 《霞がついてくる_雾霭相随》原创歌曲MV - 1.211207_zhang(Av549651069,P1).mp3",2345.2041205672904,22.71688955897683,129.19921875,0.0496048081906669,14.987041,0.1449164990308053
"【异世界情绪】#05 《ハイドレンジア_绣球花》原创歌曲MV - 1.【情】绣球花(Av243752757,P1).mp3",2306.138488810184,22.76435119401981,135.99917763157896,0.0490489955765082,14.58573,0.14457634082845142
"【flower】猛毒【かいりきベア】 - 1.ベノム _ flower - niconico動畫(Av28356844,P1).mp3",2275.4568619995853,22.239739274536483,151.99908088235293,0.0498764191393224,15.64786,0.144307728772456
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 33.红洋装（Song by 叶月由罗）艾薇（古贺葵）(Av300361986,P33).mp3",2661.871287433829,23.04752745015724,123.046875,0.0490966680551019,16.679861,0.14358915988469378
"【Full MV】逆行して逃避行 - BlackY feat. Risa Yuzuki - 1.【Full MV】逆行して逃避行 _ Risa Yuzuki(Av501639085,P1).mp3",2525.6234270884106,23.33204095859844,135.99917763157896,0.0481697333349626,15.050041,0.14307574443321575
"『中日歌詞付き』 譚雅戦記ED1 FULL - Los! Los! Los! - 悠木碧 - 1.『Lyrics Video - 中日歌詞付き』 幼女戦記 Youjo Sen(Av9081138,P1).mp3",2267.301299920541,21.387004958218316,117.45383522727272,0.0496626358779693,16.63086,0.1425869403263268
"【ナースロボ＿タイプＴ Sugar】あなたクランケン【UTAU音源配布】 - 1.2(Av291477249,P1).mp3",2331.244180042684,22.623839555413745,135.99917763157896,0.0496775669241216,14.852581,0.14189257025239307
かねこちはる - TEmPTaTiON.mp3,2486.942476342086,22.869240790972945,161.4990234375,0.0511451937294147,16.050844,0.1415553580502671
"【异世界情绪】日文翻唱《深海少女》 - 1.深海少女_zhang(Av468927902,P1).mp3",2404.4184428522294,22.585930189630783,135.99917763157896,0.0494767732704933,15.306683,0.14015322841212874
"少女レイ- みきとP covered by 明透【cc字幕】 - 1.少女レイ- みきとP covered by 明透(Av514461244,P1).mp3",2355.9884594268783,22.756920694097303,151.99908088235293,0.0485840524271268,14.70722,0.13962728308262196
星野-Say so.mp3,2375.5007433037003,23.43000277170034,112.34714673913044,0.0492559947975159,13.065678,0.13867556056191183
"【花谱】「不埒な喝采_不羁的喝彩」原创歌曲 - 1.不羁的喝彩(Av504244351,P1).mp3",2128.888287915242,22.01133174161551,161.4990234375,0.0507087687072053,14.755088,0.13858855244893756
ももいろの鍵 (feat. 花里みのり & 桐谷遥 & 桃井愛莉 & 日野森雫 & 巡音ルカ).flac,2395.6056500020145,21.873977007748845,83.35433467741936,0.0498590543661573,16.047735,0.13731058197434504
"【来自深渊】Hanezeve Caradhina 日曲完整版 - 1.1(Av16693457,P1).mp3",2237.375858935525,23.74379218481053,161.4990234375,0.0498493930081845,11.937966,0.1371490319136442
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 8.困惑星旅行（Song by 芹泽优）妮娜（芹泽优）(Av300361986,P8).mp3",2410.8192810201585,24.14407521254188,143.5546875,0.0500420064679079,12.147657,0.13680892275131962
リンリン♪がぁらふぁらんど - 桃寝ちのい × 日あさ寝 （cover）.flac,2797.150703471409,23.23203854487705,86.1328125,0.0496320160431614,16.483189,0.13678457803990995
"【异世界情绪】日文翻唱《真生活》 - 1.ヰ世界情緒_真生活_zhang(Av638020168,P1).mp3",2340.079732616065,23.62295957458514,129.19921875,0.0489799685747493,12.265381,0.13566684062571088
"【异世界情绪】日文翻唱《あだぽしゃ_尸蜡》 - 1.ヰ世界情緒_あだぽしゃ_zhang(Av766467956,P1).mp3",2366.6560312370293,22.734650141778985,107.666015625,0.0495569124968228,13.96313,0.1348018302372128
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 2.Ⅶ. THE RUST（Song by 茅原实里）A.A.（茅原实里）(Av300361986,P2).mp3",2414.926485108368,24.21505630674628,103.359375,0.0492946788264871,11.355388,0.13395531853650128
"【Mili】Vitamins--  Mili feat World s end girlfriend - 1.Vitamins--Mili feat World s end girlfr(Av38560371,P1).mp3",2409.0315087577437,23.35159599690609,95.703125,0.048462135444185,12.840541,0.1334227819155474
"【れい】吐出 - 1.はきだすを歌いました - ニコニコ動画(Av16454782,P1).mp3",2503.7781118201847,22.347535492819524,112.34714673913044,0.0506252012670591,15.523601,0.13136192628177906
"【萌系音乐】未完成ロマンチック - ミツキヨ (Feat.ことのは) - 1.01. 未完成ロマンチック(Feat.ことのは)(Av76914322,P1).mp3",2478.780233447478,21.97444308635323,123.046875,0.0489535758590508,15.87821,0.13007740935151224
"【歌ってみた】メテオ covered by ヰ世界情緒 - 1.ヰ世界情緒_メテオ(Av926201717,P1).mp3",2582.2292239344165,23.8945730062776,143.5546875,0.0466198957248319,12.955002,0.12895401771105286
"【somunia熟肉】食虫植物 - 理芽  somunia - 1.【 cover 】食虫植物 - 理芽 _x264(Av928162828,P1).mp3",2494.361748035778,23.31775517855203,123.046875,0.0507194529951572,13.33468,0.12834523807776366
"「Future Funk」tomatoism - Ｓｏｍｅｏｎｅ Ｓｐｅｃｉａｌ - 1.「Future Funk」tomatoism - Ｓｏｍｅｏｎｅ Ｓｐｅｃｉ(Av378294129,P1).mp3",2113.7243714175866,22.19158037396014,143.5546875,0.0495638086485011,12.9693575,0.1282229618461984
"マオ ／森中花咲(cover) - 1.マオ ／森中花咲(cover)(Av205002067,P1).mp3",2654.32381019636,22.80445942719559,151.99908088235293,0.0495178674056265,15.589237,0.12797908672081706
"【中文字幕】somunia - Emerge - 1.somunia - Emerge_x264(Av382679438,P1).mp3",2145.2958962570888,23.60901476855647,143.5546875,0.0492472595898153,10.398387,0.12783565822788323
"携帯恋話／rie - 1.AAAAA(Av841455089,P1).mp3",2518.2728407205777,23.53734132298901,151.99908088235293,0.0490104348903951,13.010188,0.12629269626024892
"【ナースロボ＿タイプＴ】Penguin's Detour【UTAUcover】 - 1.1(Av248375142,P1).mp3",2234.926831365253,21.72836491992533,123.046875,0.0495702942810757,14.251002,0.1257926890126617
"【翻唱】ヴァンパイア_vampire【白雪艾莉娅】 - 1.ヴァンパイア　完成(Av502558563,P1).mp3",2553.1486348219355,22.28393951028677,161.4990234375,0.0503143012389904,15.808834,0.12564786933933583
"【官方MV_中日特效字幕】那个乐队「あのバンド」_ 孤独摇滚第八话插曲 - 1.【官方MV_中日特效字幕】那个乐队「あのバンド」_ 孤独摇滚第八话插曲(Av690575311,P1).mp3",2481.3424874221573,21.84193075259985,95.703125,0.0497059055247629,15.408364,0.1237305717646167
"【异世界情绪】日文翻唱《猫の食卓_猫的餐桌》 - 1.ヰ世界情緒_猫の食卓_最终(Av847496015,P1).mp3",2456.661068155403,22.501872211573858,107.666015625,0.0486444378548675,13.924227,0.12360586991383031
"【中日字幕】INTERNET OVERDOSE _ covered by 藍月なくる - 1.INTERNET OVERDOSE _ covered by 藍月なくる_A(Av254097540,P1).mp3",2672.151127701383,22.65644617427599,161.4990234375,0.0495422785887601,15.568878,0.12338430960400175
[アナザーVER] ひつじがいっぴき (Hitsuji ga Ippiki) ⧸ 小豆沢こはね (Vivid BAD SQUAD) 歌詞 Lyrics プロセカ.flac,2460.9293088167,22.17648835729817,135.99917763157896,0.0516288064807008,14.995992,0.12320793596525127
【异世界情绪】日文翻唱《アンノウン・マザーグース_不为人知的鹅妈妈童谣》.mp3,2628.8635400163894,23.09045318730308,112.34714673913044,0.0486275683906336,13.9526005,0.12310748049684171
"勺翻唱了死神 - 1.死神 _ 勺(Av889860452,P1).mp3",2400.6592219081263,22.88959537954242,117.45383522727272,0.050232817142516,12.695134,0.12108150008667332
"「绝不会忘记」结束乐队／ TVアニメ「孤独摇滚」第12話劇中曲 - 1.【中日歌词_官方MV】「绝不会忘记」结束乐队／ TVアニメ「孤独摇滚」第12(Av521724987,P1).mp3",2530.68372388128,21.76959296265998,92.28515625,0.0496317247414367,15.586538,0.1208907511046659
"[Afflict] Determination feat.棗いつき - Laur - 1.Laur - Determination feat.棗いつき(Av718955077,P1).mp3",2633.568317614582,22.00969923270636,161.4990234375,0.0489769624582943,16.166468,0.12007801631193196
"エヌ - ちのい （cover） - 1.エヌ - ちのい （cover）(Av694615330,P1).mp3",2932.389514882825,23.356461197970457,66.25600961538461,0.0493630160956491,15.152718,0.12002186256682726
"【歌ってみた】白昼夢 covered by ヰ世界情緒 - 1.ヰ世界情緒_白昼夢(Av926693430,P1).mp3",2476.031964641573,21.768673355825324,86.1328125,0.0488676574268049,15.014877,0.11941684001602404
"【BGA】 彁 - LeaF - 1.彁(Av247469165,P1).mp3",2605.7297630847274,22.99041256181605,107.666015625,0.0511818464388412,13.722657,0.1193682628496999
"【翻唱】ド屑 _ 大人渣 - なきそ _ 町田千麻 (Cover) - 1.ド屑 - なきそ _ 町田ちま(Cover)(Av300846932,P1).mp3",2340.231856509524,21.891392584229944,117.45383522727272,0.0518025844577821,14.247328,0.1192893518658833
"【异世界情绪】#07 《とめどなき白情_无法停止的白情》原创歌曲MV - 1.（中字）とめどなき白情(Av584957022,P1).mp3",2474.349941952906,21.989662539949176,86.1328125,0.0486122025076978,14.459753,0.11838964886027512
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 10.篝火（Song by konoco）琳恩（村上奈津实）(Av300361986,P10).mp3",2623.5690582367,23.55123351671353,103.359375,0.0481574729377833,12.453123,0.11831209591860978
"【翻唱】精神电锯 ／ かいりきベア【Kotone(天神子兔音)cover】 - 1.【翻唱】精神电锯 ／ かいりきベア【Kotone(天神子兔音)cover】(Av545527667,P1).mp3",2539.7906039683994,21.735966591973305,184.5703125,0.0503900972878877,16.28179,0.11824986097050956
"きゅうくらりん - ちのい （cover） - 1.きゅうくらりん - ちのい （cover）(Av736918126,P1).mp3",2493.059134333098,22.119835457593656,112.34714673913044,0.049605216510485,14.429519,0.11813366646036202
"【MV】Löschen (Long ver.) - BlackY feat. Risa Yuzuki - 1.[Risa Yuzuki] Loschen_FIX(Av722907250,P1).mp3",2697.255693045636,22.564176864254694,123.046875,0.0492362339645194,14.931627,0.11794089886444534
"天 使 - 1.天使(Av376459307,P1).mp3",2567.4802562844325,22.424221855176885,123.046875,0.0525340256533837,14.650862,0.11788578752087547
"【异世界情绪】#03 《物語りのワルツ_叙述者的华尔兹》原创歌曲MV - 1.【情】叙述者的华尔兹(Av91058373,P1).mp3",2433.373213611406,22.4558100032024,112.34714673913044,0.0490589183678529,13.278822,0.11739380368858188
アニマルらんど.mp3,2585.2455251991546,22.605445319048872,151.99908088235293,0.04943699189905,14.298666,0.1173717682963542
"自制中文字幕【初音ミク】重新分娩【MARETU】 - 1.1(Av13814000,P1).mp3",2629.991090448109,21.83504665246099,129.19921875,0.0491666332192118,15.766761,0.11632731345162667
"【BOFU2017】 Lyrith -迷宮Lilith- 【FRENZ2017】 - 1.1(Av15249569,P1).mp3",2573.069170537472,22.13729242945978,89.10290948275862,0.0509648103405621,14.718673,0.11586751384315691
果てのない旅.flac,2555.54803484182,22.13728291286176,117.45383522727272,0.0505043664687642,14.598496,0.11535106294313664
"[まどそふと] 【ハミダシクリエイティブ凸 あすみED】トキラキメキ【公式・FULL】 ボーカル：ヒ - 1.【ハミダシクリエイティブ凸 あすみED】トキラキメキ【公式・FULL】 ボー(Av692661650,P1).mp3",2684.675041414058,22.597416151713645,135.99917763157896,0.0492662052219802,14.565191,0.11530437079032688
"命运 _ 春卷饭×煮儿果实 feat.初音未来＆v flower - 1.運命MV202108273mix02master01(Av805237466,P1).mp3",2504.98703254367,21.57637102031164,89.10290948275862,0.0495951981895209,15.177249,0.1150247043466653
"【翻唱】Phony - ツミキ _ 町田千麻(Cover) - 1.phony(Av419711743,P1).mp3",2590.160574066714,22.439957970036787,172.265625,0.0501245541938854,14.529998,0.11394245270062175
"きゅうくらりん (cover) _ 鎖那 - 1.きゅうくらりん (cover) _ 鎖那(Av772160575,P1).mp3",2533.8231823486144,21.57093011587014,112.34714673913044,0.0496408083863546,15.31147,0.1137543237179715
"【异世界情绪】日文翻唱《第三の心臓_第三心脏》 - 1.ヰ世界情緒_第三の心臓_zhang(Av505646910,P1).mp3",2498.198583767381,22.191086728667862,112.34714673913044,0.049564483375098,13.838863,0.11345387398749163
"OTOMEROID - ちのい （cover） - 1.OTOMEROID - ちのい （cover）(Av352049886,P1).mp3",2479.98720176176,22.388546636237013,129.19921875,0.0523951570696455,13.631176,0.1126588060735893
"【异世界情绪】日文翻唱《アイデンティティ_Identity》 - 1.ヰ世界情緒_アイデンティティ_zhang(Av640211866,P1).mp3",2579.7948560170853,22.60600053530533,129.19921875,0.0505435751890245,13.491812,0.11151580894154609
"【异世界情绪】#28 《パンドラコール_PANDORA CALL》原创歌曲MV - 1.【异世界情绪】#28 《パンドラコール_PANDORA CALL》原创歌曲M(Av772179521,P1).mp3",2621.035255220956,22.020315430150973,129.19921875,0.0494066402800458,14.806153,0.11140829307296382
"1.【ゆいこんぬ】地球最后的告白(Av515192,P1).mp3",2708.088335455534,22.45495701289754,95.703125,0.0488210876168152,14.320772,0.11115083410595779
"【ななひら】INTERNET OVERDOSE - 1.【ななひら】INTERNET OVERDOSE(Av893089617,P1).mp3",2910.420753487176,22.84730854563922,161.4990234375,0.049532201438838,15.095695,0.11047503896787618
"キッカイケッタイ - ちのい （cover） - 1.キッカイケッタイ - ちのい （cover）(Av482131061,P1).mp3",2913.810704328313,21.7939214739356,107.666015625,0.0525385425075898,16.984388,0.10974933897570638
"【异世界情绪】日文翻唱《V〈Re-birth version〉》 - 1.ヰ世界情緒_V（中文字幕）(Av969959488,P1).mp3",2483.7604723861505,22.8448466744167,99.38401442307692,0.0488995758053575,11.991571,0.1094088396716017
"▶︎少女レイ (cover) _兔子[めありー] - 1.少女レイ20180727youtubemst(Av32538951,P1).mp3",2625.558583526574,22.43048159174306,151.99908088235293,0.0485953238605349,13.944222,0.10924406366339177
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 41.热情的埃达（Song by Mewhan）索尼娅（五十岚裕美）(Av300361986,P41).mp3",2688.740028365672,22.48632532340963,129.19921875,0.0495007653769579,14.055734,0.10912959020035462
"【异世界情绪】日文翻唱《ADAM》 - 1.【情绪】ADAM(Av375730284,P1).mp3",2521.73554559596,21.4245483916162,117.45383522727272,0.0499537133904169,15.012813,0.10851014541600668
"【瓦利斯】原创歌曲 #016《革命バーチャルリアリティ（覚醒 ver.）_革命虚拟现实（觉醒 ver - 1.0222_VALIS_MV_online_zhang(Av211799193,P1).mp3",2794.1323591547866,22.042867094817044,95.703125,0.0496333222445491,15.178171,0.1068643478251168
ひつじがいっぴき  ⧸ Vivid BAD SQUAD × MEIKO.flac,2372.4964595412453,21.653529623323426,135.99917763157896,0.0501763437863554,13.582865,0.1060938128535596
クモヒトデのうまる砂の上で - 桃寝ちのい × 桜苺ちる （cover）.flac,2774.077147032426,22.197493690770404,143.5546875,0.0507301123345016,14.916785,0.10608859529156511
"【櫻花アリス】 透明哀歌 【こぬこ／Cover】 - 1.1(Av1586207,P1).mp3",2558.3200378053,22.0655817683294,112.34714673913044,0.0494755546664074,13.653698,0.10589708017961207
"『音击』ONGEKI Sound Collection 06「Transcend Lights」／赤 - 1.01.Transcend Lights(Av379997392,P1).mp3",2818.2254224818903,22.23857880534332,103.359375,0.0487130060013232,14.801751,0.10582033281871271
Elemental Creation (kamome sano Remix) - kamome sano.wav,2481.8043441522427,22.30051174916924,129.19921875,0.0521675241719372,13.001001,0.10530339674977002
"【音街ウナ】初恋日記【香椎モイミ】 - 1.【音街ウナ】初恋日記【香椎モイミ】(Av558130680,P1).mp3",2736.96679183226,22.62181067131829,143.5546875,0.0499764934477153,13.724872,0.10518266190716688
"【官方】King Gnu - 《飞行艇》MV - 1.HIKOUTEI_MASTER_0809fin(Av978670080,P1).mp3",2517.8940151079,21.2524662552003,80.74951171875,0.0489629570828877,14.826579,0.10495480748639177
"【异世界情绪】日文翻唱《初恋日記》 - 1.【异世界情绪】日文翻唱《初恋日記》(Av690615688,P1).mp3",2763.818943472598,22.66627466921117,143.5546875,0.0498641852254829,13.756796,0.10493198954696815
"【异世界情绪】#06 《いろはに咲きて_盛开于伊吕波》原创歌曲MV - 1.【情】盛开于伊吕波(Av839098911,P1).mp3",2513.401074003484,21.9424612439846,143.5546875,0.0492400119050291,13.709403,0.10489398566872538
"【歌ってみた】あなぐらぐらし covered by ヰ世界情緒 - 1.ヰ世界情緒_あなぐらぐらし(Av884526676,P1).mp3",2441.580844384406,22.82382631099552,129.19921875,0.0477066741281139,11.451294,0.10487301076819039
"【翻唱】ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cover) _ KM - 1.ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cov(Av854121796,P1).mp3",2798.353357806413,23.073450307389127,107.666015625,0.0505594649041006,13.0069065,0.10473077477341852
"【歌ってみた】MACARON covered by ヰ世界情緒 - 1.ヰ世界情緒_Macaron(Av82653007,P1).mp3",2593.133981044821,21.724555331413804,143.5546875,0.0496862765315436,14.559101,0.10447046666563374
"【Giga · q_Left】G4L (完整版)【YouTube Music ver.】 - 1.G4L(Av673284810,P1).mp3",2569.003466649928,21.81795333157067,143.5546875,0.0502838083869711,14.257521,0.10433665803230532
"ごめんね ごめんね／森中花咲(cover) - 1.ごめんね ごめんね／森中花咲(cover)(Av201743511,P1).mp3",2740.3970318450897,22.57069943568976,112.34714673913044,0.0486350745113259,13.493182,0.10393007554433711
"ちゅ、多様性。 - ちのい （cover） - 1.ちゅ、多様性。 - ちのい （cover）(Av652264749,P1).mp3",2988.824481948135,22.68150561435331,151.99908088235293,0.0501686856603935,14.929951,0.10377465549187975
"「若能化作星座」结束乐队／ tvアニメ「孤独摇滚」第12話劇中曲 - 1.【中日歌词_官方MV】「若能化作星座」结束乐队／ tvアニメ「孤独摇滚」第1(Av221640134,P1).mp3",2696.765137994051,22.083343515834738,123.046875,0.049047485938401,14.199467,0.1035750556634896
"【异世界情绪】日文翻唱《熱異常_热异常》 - 1.【异世界情绪】日文翻唱《熱異常_热异常》(Av908754224,P1).mp3",2488.4756349473537,21.77626881386565,92.28515625,0.0490092987060332,13.488453,0.10349708947231753
"かめりあ feat. ななひら - ƒiиorzᾶ - 1.かめりあ feat. ななひら - ƒiиorzᾶ_3(Av592433402,P1).mp3",2760.2138739405223,21.544494505413457,112.34714673913044,0.048633391747922,15.526355,0.10320831640410755
